scenario,prob_both_i,prob_both_j,prob_split_ij,prob_split_ji,household_size,quality_diff,distance_diff,income_medium,income_high,education_secondary,education_tertiary,prob_together,prob_split,prefer_higher_quality,quality_bin
29,0.024191958648014062,0.8016422867036244,0.08559432604986601,0.08857142859849561,3.0,-1.3614091091345029,1.1259074268262457,1.0,0.0,1.0,0.0,0.8258342453516384,0.17416575464836162,0.8016422867036244,Much Lower
30,0.016098636374861235,0.8341890208137932,0.07457362312847952,0.07513871968286615,3.0,-0.300595472319612,5.241010313088967,1.0,0.0,1.0,0.0,0.8502876571886544,0.14971234281134566,0.8341890208137932,Lower
31,0.4603601074512404,0.16785209785498217,0.1859200684451196,0.1858677262486579,5.0,0.011211717266961962,-1.5504900361467813,0.0,0.0,0.0,0.0,0.6282122053062226,0.37178779469377754,0.4603601074512404,Higher
32,0.06139674942159084,0.6821232706660909,0.1262812928394985,0.13019868707281992,3.0,-1.2164461920984047,-0.1262538884673663,0.0,0.0,1.0,0.0,0.7435200200876817,0.2564799799123184,0.6821232706660909,Much Lower
33,0.8607699345418243,0.011401033961947719,0.06457522548781543,0.0632538060084126,3.0,0.8232694432045691,-4.151745521119722,1.0,0.0,0.0,0.0,0.872170968503772,0.12782903149622804,0.8607699345418243,Higher
34,0.026215224345771553,0.7823185426846133,0.0951717199863176,0.0962945129832976,5.0,-0.4670117423228701,3.8380199114835922,1.0,0.0,1.0,0.0,0.8085337670303848,0.19146623296961518,0.7823185426846133,Lower
35,0.5240791052394848,0.13043963247197826,0.17298596248413006,0.1724952998044071,4.0,0.11310300410629348,-1.823158018963937,0.0,0.0,1.0,1.0,0.654518737711463,0.34548126228853715,0.5240791052394848,Higher
36,0.012073167236497791,0.8585164272583894,0.06292126151749988,0.06648914398761305,3.0,-2.196173952890038,-0.3583355450129958,0.0,1.0,1.0,1.0,0.8705895944948872,0.12941040550511293,0.8585164272583894,Much Lower
37,0.0929484515402996,0.6001433103108169,0.1514176393980813,0.15549059875080207,5.0,-1.0569205621269364,-0.4665989265054235,0.0,0.0,1.0,0.0,0.6930917618511165,0.30690823814888335,0.6001433103108169,Much Lower
38,0.7846089237628717,0.02717492106651514,0.09598966758959596,0.09222648758101733,4.0,1.5924701330036903,-0.16609433695717285,1.0,0.0,0.0,0.0,0.8117838448293868,0.1882161551706133,0.7846089237628717,Much Higher
39,0.31847854434102696,0.2995630509883825,0.1893983594835164,0.19256004518707417,4.0,-0.6592161881304711,-2.216623401260361,1.0,0.0,1.0,0.0,0.6180415953294094,0.3819584046705906,0.2995630509883825,Lower
40,0.1037174083654447,0.5587054707000352,0.16967961456103253,0.16789750637348766,4.0,0.42041714116426265,4.000294270459824,1.0,0.0,0.0,0.0,0.6624228790654799,0.3375771209345202,0.1037174083654447,Higher
41,0.08477874549261717,0.5981752842877841,0.15936098892308112,0.15768498129651762,4.0,0.42099129725855133,4.426541840658646,0.0,0.0,0.0,0.0,0.6829540297804013,0.31704597021959874,0.08477874549261717,Higher
42,0.34243017812039994,0.26096862966567097,0.19495712926387368,0.20164406295005538,3.0,-1.342856109457448,-4.746435287087845,0.0,1.0,0.0,1.0,0.6033988077860709,0.3966011922139291,0.26096862966567097,Much Lower
43,0.2370102212675445,0.37981303555924334,0.1904906186949619,0.19268612447825034,3.0,-0.4563053029566929,-0.7261240138637511,1.0,0.0,0.0,0.0,0.6168232568267878,0.38317674317321226,0.37981303555924334,Lower
44,0.2520736815492122,0.36310841120936066,0.19389811272745153,0.19091979451397573,3.0,0.6163676195632708,2.5564544506185127,0.0,1.0,1.0,0.0,0.6151820927585729,0.3848179072414273,0.2520736815492122,Higher
45,0.15348002026947377,0.475960554377857,0.1847831329971143,0.18577629235555493,5.0,-0.21344079731225438,1.0931956389552508,0.0,0.0,0.0,0.0,0.6294405746473308,0.3705594253526692,0.475960554377857,Lower
46,0.6439865199633681,0.0746867462799648,0.14255883842843814,0.13876789532822892,3.0,1.0731930964721514,0.06408580131261865,0.0,1.0,0.0,0.0,0.7186732662433328,0.28132673375666706,0.6439865199633681,Much Higher
47,0.03609823083718471,0.7432541293984885,0.10881428936468118,0.11183335039964569,5.0,-1.0897202743830399,1.2515031629157027,0.0,1.0,0.0,0.0,0.7793523602356731,0.22064763976432689,0.7432541293984885,Much Lower
48,0.13126480054632778,0.5129207469297152,0.17598454348882225,0.17982990903513485,5.0,-0.8606890443358372,-0.6251764736092978,1.0,0.0,0.0,1.0,0.644185547476043,0.3558144525239571,0.5129207469297152,Lower
49,0.8622234545181926,0.012129870412427093,0.06400304587664456,0.0616436291927358,3.0,1.4956157155832035,-1.8943843476370994,0.0,0.0,1.0,0.0,0.8743533249306197,0.12564667506938035,0.8622234545181926,Much Higher
50,0.3294026070907044,0.2722456802631058,0.19898337483441367,0.1993683378117762,4.0,-0.07696047344225332,-0.5472233116095491,1.0,0.0,0.0,0.0,0.6016482873538103,0.39835171264618985,0.2722456802631058,Lower
51,0.775712030793119,0.027343318568170218,0.09780846842395911,0.09913618221475169,3.0,-0.5368861198250571,-6.9874212811046075,1.0,0.0,0.0,1.0,0.8030553493612892,0.1969446506387108,0.027343318568170218,Lower
52,0.02754527314264511,0.7718720725998504,0.09912075535751534,0.10146189889998924,4.0,-0.9295434830756286,2.251343861376063,0.0,1.0,0.0,1.0,0.7994173457424955,0.2005826542575046,0.7718720725998504,Lower
53,0.010093279840714793,0.8692007155653841,0.05953062366153485,0.06117538093236623,3.0,-1.0852133821729821,3.5161283928259763,1.0,1.0,1.0,0.0,0.879293995406099,0.12070600459390107,0.8692007155653841,Much Lower
54,6.168846558209136e-05,0.988729654972821,0.005367357503163313,0.005841299058433628,3.0,-3.369345695310786,4.387882457380929,0.0,0.0,0.0,1.0,0.988791343438403,0.01120865656159694,0.988729654972821,
55,0.4696880970785987,0.16727635356840032,0.18242087689876677,0.18061467245423427,2.0,0.3962202387895276,-0.34907569645778364,1.0,0.0,0.0,1.0,0.636964450646999,0.36303554935300103,0.4696880970785987,Higher
56,0.45454819467750396,0.18571157108253308,0.18132139954962911,0.17841883469033384,4.0,0.6425658846928163,0.6592095057524678,1.0,0.0,1.0,0.0,0.6402597657600371,0.35974023423996293,0.45454819467750396,Higher
57,0.8737923554434777,0.009879681751170485,0.05924117756491036,0.05708678524044157,4.0,1.4750462928899486,-2.3041696280083124,1.0,0.0,1.0,1.0,0.8836720371946482,0.11632796280535193,0.8737923554434777,Much Higher
58,0.48863670926359903,0.15856915297917248,0.17940300710647047,0.17339113065075798,4.0,1.3572068720649575,2.5956378880853066,1.0,0.0,1.0,0.0,0.6472058622427715,0.35279413775722845,0.48863670926359903,Much Higher
59,0.10131978369214652,0.5795719898171602,0.15869145123286985,0.16041677525782339,3.0,-0.4305783816290035,1.357545672856509,1.0,0.0,0.0,0.0,0.6808917735093067,0.31910822649069326,0.5795719898171602,Lower
60,0.00513282857861512,0.9071027015442088,0.04250529520387578,0.04525917467330032,4.0,-2.499678229988803,0.09704178150950127,1.0,0.0,1.0,0.0,0.9122355301228239,0.0877644698771761,0.9071027015442088,Much Lower
61,0.3294253297260718,0.27440273846076185,0.19891377702562743,0.19725815478753897,4.0,0.33280925568419084,0.7830835941769012,1.0,0.0,0.0,0.0,0.6038280681868337,0.3961719318131664,0.3294253297260718,Higher
62,0.715938864835026,0.04494273746923744,0.121642539286512,0.11747585840922461,4.0,1.387830823687594,0.11084505812123546,0.0,0.0,0.0,0.0,0.7608816023042635,0.23911839769573662,0.715938864835026,Much Higher
63,0.13011032385908794,0.5093089627348294,0.1803624282574584,0.18021828514862423,4.0,0.031835137770753974,2.248364973186442,0.0,0.0,0.0,0.0,0.6394192865939173,0.36058071340608266,0.13011032385908794,Higher
64,0.7083014332810285,0.050819850588014366,0.1219809829727434,0.11889773315821386,3.0,1.0194110243189716,-0.8640358192942654,1.0,0.0,0.0,0.0,0.7591212838690429,0.24087871613095727,0.7083014332810285,Much Higher
65,0.20465683327183623,0.4023171771569847,0.1981968309663594,0.19482915860481964,5.0,0.6823929187819253,3.2577581170631644,1.0,0.0,0.0,0.0,0.6069740104288209,0.39302598957117907,0.20465683327183623,Higher
66,0.07772964654035737,0.6322080244134806,0.14595515480760657,0.14410717423855557,3.0,0.5073728993830775,4.927906037631143,1.0,0.0,1.0,0.0,0.709937670953838,0.29006232904616214,0.07772964654035737,Higher
67,0.2333259475071477,0.39023231676127496,0.1872761709893957,0.1891655647421817,3.0,-0.39970876730222504,-0.4768902999193308,1.0,1.0,0.0,0.0,0.6235582642684226,0.3764417357315774,0.39023231676127496,Lower
68,0.4073445858981578,0.21982178621223214,0.18656828578505155,0.18626534210455864,3.0,0.06470863456862924,-0.761862148693428,1.0,0.0,1.0,0.0,0.62716637211039,0.37283362788961016,0.4073445858981578,Higher
69,0.3776840223914735,0.23204786859427096,0.1960112208004306,0.19425688821382495,4.0,0.3579868807527292,0.3854530478437437,1.0,0.0,0.0,0.0,0.6097318909857444,0.39026810901425557,0.3776840223914735,Higher
70,0.04639403877396029,0.6962656887897389,0.12535600471758565,0.13198426771871516,5.0,-2.0516504134007247,-2.3397827417627424,0.0,0.0,0.0,1.0,0.7426597275636992,0.2573402724363008,0.6962656887897389,Much Lower
71,0.43180160721807387,0.1919980827563255,0.18526386852520743,0.1909364415003931,2.0,-1.200906456297372,-5.137153412417509,1.0,0.0,0.0,0.0,0.6237996899743994,0.3762003100256005,0.1919980827563255,Much Lower
72,0.006232722263428992,0.8944450708378,0.048473508115590445,0.0508486987831805,3.0,-1.9048037854973758,1.683016331830734,1.0,1.0,0.0,0.0,0.900677793101229,0.09932220689877094,0.8944450708378,Much Lower
73,0.06558611495858176,0.6628388315278873,0.13521984757830102,0.13635520593523,4.0,-0.3329361376269448,2.566620070022757,1.0,0.0,1.0,1.0,0.728424946486469,0.27157505351353106,0.6628388315278873,Lower
74,0.8245486196606563,0.018911429396342654,0.08000768139067506,0.07653226955232616,4.0,1.7683481513856374,-0.24854864991947556,0.0,1.0,1.0,0.0,0.8434600490569989,0.15653995094300122,0.8245486196606563,Much Higher
75,0.28499618204341143,0.30934999905857974,0.20566455667543282,0.199989262222576,4.0,1.1142342080886385,3.712824496296487,1.0,0.0,0.0,1.0,0.5943461811019912,0.4056538188980088,0.28499618204341143,Much Higher
76,0.38292809383844695,0.23179517429161473,0.19459260519610758,0.19068412667383086,3.0,0.8079140614037611,1.8092254571601316,0.0,0.0,1.0,1.0,0.6147232681300616,0.38527673186993844,0.38292809383844695,Higher
77,0.7621699005004607,0.03481425867121918,0.1038276308306334,0.09918820999768659,3.0,1.820223765818878,1.001655859221897,1.0,0.0,1.0,0.0,0.79698415917168,0.20301584082831997,0.7621699005004607,Much Higher
78,0.02363729496435139,0.8033875555629786,0.08472241636905589,0.08825273310361409,4.0,-1.6255696719469523,0.3161409704521646,1.0,0.0,1.0,0.0,0.82702485052733,0.17297514947266998,0.8033875555629786,Much Lower
79,0.6763612096498929,0.06662471065324943,0.12991692348290984,0.12709715621394774,4.0,0.8737538357507594,-0.8341562697706018,1.0,1.0,1.0,0.0,0.7429859203031424,0.2570140796968576,0.6763612096498929,Higher
80,0.6296097126949798,0.07961908686415844,0.14529425832395937,0.1454769421169025,3.0,-0.050033859805630104,-3.4126529761751687,0.0,0.0,1.0,1.0,0.7092287995591382,0.2907712004408619,0.07961908686415844,Lower
81,0.01845265082281881,0.8081089498890215,0.08647679395528977,0.08696160533287,3.0,-0.222609655446093,5.227293289088526,1.0,0.0,0.0,0.0,0.8265616007118403,0.1734383992881598,0.8081089498890215,Lower
82,0.12805435752345873,0.5309685315282069,0.16934863489683072,0.1716284760515037,3.0,-0.5324773683248267,0.5238191687742169,0.0,0.0,0.0,0.0,0.6590228890516656,0.3409771109483344,0.5309685315282069,Lower
83,0.0034516047281982925,0.9190618873704538,0.037453067679658496,0.04003344022168941,3.0,-2.652969499287113,0.24858616104757025,0.0,0.0,0.0,1.0,0.9225134920986521,0.07748650790134791,0.9190618873704538,Much Lower
84,7.580663593519868e-05,0.9869668158484797,0.006311641915063073,0.006645735600522023,5.0,-2.0538217307054287,8.292319337838888,1.0,0.0,0.0,0.0,0.9870426224844149,0.012957377515585095,0.9869668158484797,Much Lower
85,0.5535180618438902,0.11398281762204789,0.16773422264098678,0.1647648978930751,5.0,0.711203789688074,-0.1974095929118369,1.0,0.0,0.0,0.0,0.6675008794659381,0.3324991205340619,0.5535180618438902,Higher
86,0.05172223483364227,0.7048019275549293,0.12049571101153626,0.12298012659989227,4.0,-0.8126410755303053,1.4936356483698199,1.0,0.0,1.0,0.0,0.7565241623885716,0.24347583761142855,0.7048019275549293,Lower
87,0.013059300309636939,0.8565918409949517,0.06352254969637254,0.06682630899903885,3.0,-2.018875361206928,0.08494158176544847,1.0,0.0,1.0,0.0,0.8696511413045886,0.1303488586954114,0.8565918409949517,Much Lower
88,0.22621438323507062,0.38064861296933233,0.19721407975662308,0.19592292403897396,4.0,0.26154810658854344,1.659584375739596,0.0,0.0,0.0,0.0,0.606862996204403,0.393137003795597,0.22621438323507062,Higher
89,0.10576342502615996,0.5793219349173958,0.15629049754979926,0.15862414250664505,4.0,-0.5901537908531623,0.7761030347615627,1.0,1.0,1.0,1.0,0.6850853599435558,0.3149146400564443,0.5793219349173958,Lower
90,0.6223054824007058,0.08979453005592393,0.14370475717352874,0.1441952303698414,4.0,-0.13567173299152202,-3.4806266167123114,1.0,0.0,1.0,0.0,0.7121000124566298,0.2878999875433701,0.08979453005592393,Lower
91,0.2221525555147286,0.39584864650577456,0.19116880370205838,0.19082999427743852,3.0,0.07063320610402879,1.1355799536485636,0.0,0.0,1.0,1.0,0.6180012020205031,0.3819987979794969,0.2221525555147286,Higher
92,0.9186575059286542,0.0042994882031950786,0.03949840779848963,0.037544598069661025,3.0,2.0200285017456077,-1.93830540556305,0.0,0.0,1.0,0.0,0.9229569941318493,0.07704300586815066,0.9186575059286542,Much Higher
93,0.13805049175761844,0.5118785182707251,0.17378861442700083,0.1762823755446557,4.0,-0.5673112455074169,0.2360016575498582,0.0,1.0,0.0,0.0,0.6499290100283435,0.35007098997165653,0.5118785182707251,Lower
94,0.8651594300919517,0.010912770754952825,0.0620742240726535,0.061853575080442,4.0,0.14179110585008825,-6.420516815435182,0.0,0.0,1.0,0.0,0.8760722008469045,0.1239277991530955,0.8651594300919517,Higher
95,0.7649041888210732,0.032407239350385246,0.10378054451840578,0.09890802731013573,4.0,1.9147986751022634,1.1875570784156448,1.0,0.0,1.0,1.0,0.7973114281714585,0.2026885718285415,0.7649041888210732,Much Higher
96,0.0050650708464899784,0.9024948576615819,0.04448170101825139,0.04795837047367677,4.0,-2.996562539561929,-1.4882748249970708,0.0,0.0,0.0,0.0,0.9075599285080719,0.09244007149192816,0.9024948576615819,Much Lower
97,0.12532376090119407,0.5526033077052538,0.1602491405679712,0.16182379082558096,2.0,-0.3893576056069856,1.0808543384453992,0.0,0.0,1.0,0.0,0.6779270686064478,0.3220729313935522,0.5526033077052538,Lower
98,0.7049340294465678,0.05406039457946883,0.12234215467181515,0.11866342130214823,2.0,1.2156828033305485,-0.12803820582044745,0.0,0.0,1.0,0.0,0.7589944240260367,0.24100557597396338,0.7049340294465678,Much Higher
99,0.0023958815907267525,0.9378773080358512,0.028760091859644465,0.03096671851377763,4.0,-2.9435578245582494,-0.08010271813326666,1.0,0.0,1.0,0.0,0.940273189626578,0.05972681037342209,0.9378773080358512,Much Lower
100,0.1294891744849396,0.5263802809979479,0.1719293755463001,0.1722011689708125,3.0,-0.06289717415761609,2.003032555417085,1.0,0.0,0.0,0.0,0.6558694554828874,0.3441305445171126,0.5263802809979479,Lower
101,0.009900877502206857,0.8675477588870635,0.05963424890373891,0.0629171147069909,3.0,-2.133802473802207,0.1706628272746502,1.0,0.0,0.0,0.0,0.8774486363892703,0.12255136361072982,0.8675477588870635,Much Lower
102,0.4788683751001866,0.16063480771017236,0.1811124048689553,0.17938441232068575,4.0,0.381732447152991,-0.48982257191608314,1.0,0.0,0.0,0.0,0.639503182810359,0.36049681718964105,0.4788683751001866,Higher
103,0.006767640002290142,0.89237327445835,0.048874205593651084,0.051984879945708676,3.0,-2.4569289700378025,-0.22599481635880864,1.0,0.0,0.0,0.0,0.8991409144606402,0.10085908553935977,0.89237327445835,Much Lower
104,0.8269242608171918,0.01697873662116519,0.07938181559847354,0.07671518696316942,4.0,1.3605845875787965,-1.7341497612586076,0.0,0.0,0.0,0.0,0.8439029974383571,0.15609700256164297,0.8269242608171918,Much Higher
105,0.8322955570912589,0.01787087821357975,0.07706665477083825,0.07276690992432305,3.0,2.2859574886854284,1.3126171411687655,0.0,0.0,1.0,0.0,0.8501664353048387,0.1498335646951613,0.8322955570912589,Much Higher
106,0.03418357357661635,0.7485265905577573,0.10791426234622135,0.10937557351940504,4.0,-0.5355809980442789,3.1306817834525047,1.0,0.0,0.0,0.0,0.7827101641343737,0.2172898358656264,0.7485265905577573,Lower
107,0.3933201607052717,0.22501309560374844,0.19216513351752018,0.1895016101734597,3.0,0.5557693060101454,0.909410208301842,0.0,1.0,0.0,0.0,0.6183332563090201,0.38166674369097986,0.3933201607052717,Higher
108,0.4981016837834533,0.14776309314767574,0.17805479143237452,0.17608043163649637,3.0,0.44399388974378384,-0.48282648122683924,0.0,1.0,0.0,0.0,0.6458647769311291,0.3541352230688709,0.4981016837834533,Higher
109,0.0033762569791624263,0.9225586079645736,0.03597665300384215,0.03808848205242187,4.0,-2.271318273785444,1.5168288588654641,1.0,1.0,0.0,0.0,0.925934864943736,0.07406513505626403,0.9225586079645736,Much Lower
110,0.8690187959195195,0.010089134590982526,0.06200973574563457,0.058882333743863466,4.0,2.060621019642464,-0.37909228731293326,0.0,0.0,0.0,0.0,0.879107930510502,0.12089206948949804,0.8690187959195195,Much Higher
111,0.5476368229847358,0.1273203882613766,0.1636568154035981,0.16138597335028954,5.0,0.5563765001866134,-0.5045936611429863,1.0,0.0,1.0,0.0,0.6749572112461124,0.32504278875388765,0.5476368229847358,Higher
112,0.0016310657861506677,0.9450762651840507,0.026507530120308976,0.02678513890948974,2.0,-0.4148441674361827,8.670070449314743,0.0,1.0,1.0,0.0,0.9467073309702014,0.05329266902979872,0.9450762651840507,Lower
113,0.05162154755876143,0.7005341379894219,0.12272135438571057,0.12512296006610624,3.0,-0.7717056047158742,1.6188158499318743,0.0,1.0,0.0,0.0,0.7521556855481834,0.24784431445181682,0.7005341379894219,Lower
114,0.04794437218393184,0.7077929794712938,0.12075323142138804,0.12350941692338625,3.0,-0.8986387355433434,1.342957143432261,0.0,0.0,0.0,0.0,0.7557373516552257,0.2442626483447743,0.7077929794712938,Lower
115,0.8060670659417899,0.02193794225979803,0.08772679501302912,0.08426819678538304,3.0,1.6016151950926962,-0.5157478834054456,0.0,0.0,0.0,0.0,0.828005008201588,0.17199499179841216,0.8060670659417899,Much Higher
116,0.021792307370151857,0.797950377861095,0.09023498198243564,0.09002233278631754,4.0,0.09394774690600827,5.964005780288021,0.0,0.0,1.0,1.0,0.8197426852312468,0.18025731476875317,0.021792307370151857,Higher
117,0.3796091421059229,0.22901906334196998,0.19752008079650374,0.1938517137556036,4.0,0.746468176504534,1.6063294890265172,0.0,0.0,1.0,1.0,0.6086282054478929,0.39137179455210735,0.3796091421059229,Higher
118,0.4767600449250119,0.16820452897061516,0.17924119862674534,0.1757942274776276,3.0,0.7732054816926652,0.8486806312122391,0.0,0.0,1.0,0.0,0.6449645738956271,0.35503542610437294,0.4767600449250119,Higher
119,0.030673966898279177,0.7699203978161744,0.09902267432428936,0.10038296096125707,3.0,-0.5432691709555098,3.320619366209118,1.0,1.0,1.0,0.0,0.8005943647144536,0.19940563528554645,0.7699203978161744,Lower
120,0.14398735321071301,0.519775797658273,0.16697290198318296,0.16926394714783116,4.0,-0.5426382261292987,0.2732245395454148,1.0,0.0,1.0,0.0,0.663763150868986,0.33623684913101415,0.519775797658273,Lower
121,0.751623905456834,0.03385503986591554,0.108922376531155,0.10559867814609548,4.0,1.233961917638358,-0.9060521133343986,0.0,0.0,0.0,0.0,0.7854789453227495,0.21452105467725047,0.751623905456834,Much Higher
122,0.4043584000393537,0.20843252275914534,0.192650634673989,0.19455844252751212,3.0,-0.3923809699903176,-2.3041597428301412,0.0,0.0,0.0,1.0,0.612790922798499,0.3872090772015011,0.20843252275914534,Lower
123,0.23792982133399174,0.3646169743072574,0.19795511199181115,0.19949809236693972,5.0,-0.3091661238784217,-0.3231558130999317,0.0,0.0,0.0,0.0,0.6025467956412491,0.39745320435875087,0.3646169743072574,Lower
124,0.8658140546143874,0.012326886768538997,0.06210291903005095,0.05975613958702261,2.0,1.533852062232302,-1.7525978517046878,1.0,0.0,1.0,0.0,0.8781409413829264,0.12185905861707355,0.8658140546143874,Much Higher
125,0.01743167953573356,0.8187691620330017,0.08320974529574675,0.08058941313551798,4.0,1.2740810365131607,10.151442743699109,1.0,0.0,1.0,0.0,0.8362008415687352,0.16379915843126475,0.01743167953573356,Much Higher
126,0.9201770528569282,0.004111694806101883,0.03866093332145542,0.03705031901551437,4.0,1.6943844907975714,-3.0585526798283467,1.0,0.0,1.0,0.0,0.92428874766303,0.07571125233696979,0.9201770528569282,Much Higher
