respondent_id,choice_id,household_size,income_category,parent_education,school_i_quality,school_j_quality,school_i_distance,school_j_distance,chosen_option,option_0_chosen,option_1_chosen,option_2_chosen,option_3_chosen
1,8,3,low,tertiary,0.7910319470430469,-0.9093874547947389,0.917045598528608,2.0010074954635426,0,1,0,0,0
1,9,3,low,tertiary,-0.9905363251306883,-0.5662977296027719,0.0832595195886904,1.787556809189167,1,0,1,0,0
2,0,4,low,secondary,0.6205482159617352,-0.16093737686306336,0.2958888268785579,0.8342648679903435,0,1,0,0,0
2,1,4,low,secondary,1.043860610918658,0.5264481613346957,1.6202647213730161,1.5085588203878921,1,0,1,0,0
2,2,4,low,secondary,-1.440041447683798,1.1907272561136402,0.8591352316232879,2.588930859454236,1,0,1,0,0
2,3,4,low,secondary,0.22628826949887482,0.8474014325766388,0.01847921122198882,0.21399380287189865,1,0,1,0,0
2,4,4,low,secondary,1.0493473923208656,1.325105661514201,0.507899734616049,2.4908345777970777,0,1,0,0,0
2,5,4,low,secondary,0.4244862440564507,0.9405355849620096,1.6800886111745148,0.19671412289682097,1,0,1,0,0
2,6,4,low,secondary,0.8786735481908957,-0.2395945081938096,1.9946687714729663,3.1676505053767996,0,1,0,0,0
2,7,4,low,secondary,-0.9630156260661265,0.9771800008130732,0.04923296216137723,2.073937572590548,0,1,0,0,0
2,8,4,low,secondary,-0.1241323888816596,0.7403408179477385,6.801684032244112,6.627470952260411,1,0,1,0,0
2,9,4,low,secondary,-0.926046619211478,-0.5129653176356218,1.6274739841204555,5.502586941614084,2,0,0,1,0
3,0,5,low,secondary,0.3577873603482833,0.5607845263682344,2.388148850603346,2.42457511244898,1,0,1,0,0
3,1,5,low,secondary,0.5150476863060479,3.852731490654721,3.201899864616975,2.0994381497756005,1,0,1,0,0
3,2,5,low,secondary,-0.7728252145375718,-0.23681860674000887,1.7268280532188693,0.073208208421714,1,0,1,0,0
3,3,5,low,secondary,-0.47193186578943347,1.088950596967366,0.271778082594856,1.4773071765580312,1,0,1,0,0
3,4,5,low,secondary,0.045571839903813784,-0.6516003476058171,1.5558208853894844,2.0290748964092318,0,1,0,0,0
3,5,5,low,secondary,-0.661786464768388,0.852433334796224,1.1559668625466026,0.1634103371673398,0,1,0,0,0
3,6,5,low,secondary,-1.2002964070557762,-0.3345012358409484,0.3402414831457083,0.5760119782531672,3,0,0,0,1
3,7,5,low,secondary,2.1221561970126332,1.0324652605511468,1.0880757310641027,0.569322584548127,2,0,0,1,0
3,8,5,low,secondary,0.44381942814622843,0.7746340534293368,1.2855691888257847,0.2059138368956265,2,0,0,1,0
3,9,5,low,secondary,1.6324113039316352,-1.4301413779606327,2.016229072081824,0.09272464804106946,0,1,0,0,0
4,0,4,low,primary,-0.20245752583155116,0.060896607117160384,1.7626947556145813,5.634510910774304,0,1,0,0,0
4,1,4,low,primary,0.6868485127659709,0.07097241563974602,0.9758550547003743,6.498183723013508,2,0,0,1,0
4,2,4,low,primary,-0.4864327660523606,0.2075982612857199,0.768314376589737,3.727052080194554,0,1,0,0,0
4,3,4,low,primary,0.9520110938466946,1.452550247462371,4.1988316281738935,2.6565871575288007,1,0,1,0,0
4,4,4,low,primary,-1.787671611931782,-1.2205701042818544,2.995909006687174,0.8334673418615063,1,0,1,0,0
4,5,4,low,primary,-0.40791535277129576,0.2616230559724664,4.656891361735264,1.4074149795135087,1,0,1,0,0
4,6,4,low,primary,-0.2710404622885425,-0.6130946829083779,5.993944766376571,6.015899080207979,3,0,0,0,1
4,7,4,low,primary,1.2049229217785742,-1.196660469213522,2.7916757473261544,3.1363908324422973,3,0,0,0,1
4,8,4,low,primary,-2.0900177486302796,1.7704315165667186,4.373237328441602,0.8643832389357702,1,0,1,0,0
4,9,4,low,primary,-0.4333034069025602,0.2038227275274671,3.4503717076171627,2.44999950626001,1,0,1,0,0
5,0,3,high,tertiary,-0.718444221252436,-0.21344715171184725,3.0024850809092514,1.634720815122986,2,0,0,1,0
5,1,3,high,tertiary,-0.01851313599238993,-0.2886586389201383,0.11590086213185155,0.25298199186234244,0,1,0,0,0
5,2,3,high,tertiary,-0.1087601484568576,0.40171172209894146,0.6729383148411174,4.059005076340459,2,0,0,1,0
5,3,3,high,tertiary,0.22409248181041677,0.01259240078179486,0.15332275190890987,1.6142193274666976,1,0,1,0,0
5,4,3,high,tertiary,2.1531824575115563,-0.7673475628880495,1.7556517236115112,4.628465538965295,0,1,0,0,0
5,5,3,high,tertiary,2.1898029332176723,-0.8082982853551515,0.6497468397902603,0.416808322872129,0,1,0,0,0
5,6,3,high,tertiary,0.34175597577715944,1.8761708392158862,0.74075860310872,3.3618143349759935,1,0,1,0,0
5,7,3,high,tertiary,-1.3202332070206422,1.8314587658543537,5.398036723094236,4.02078476009384,1,0,1,0,0
5,8,3,high,tertiary,-1.7131345290908775,1.3538723741654128,7.007417108751925,3.6918264148672693,1,0,1,0,0
5,9,3,high,tertiary,0.005243699718183166,0.046980593764742055,2.9305661804125216,5.792343365748872,3,0,0,0,1
6,0,5,medium,secondary,1.060446814110468,1.5413709969181826,0.8868409245942122,0.24107824279693854,1,0,1,0,0
6,1,5,medium,secondary,0.1699729029073083,1.1532451864284559,1.6462291619602942,4.185517286459543,2,0,0,1,0
6,2,5,medium,secondary,1.489045173884479,0.8778251684801136,0.47896298698688694,0.2932251024565573,0,1,0,0,0
6,3,5,medium,secondary,0.8860635602461532,-0.13707782104185295,0.8562052288502234,1.4430500561446422,0,1,0,0,0
6,4,5,medium,secondary,-0.014718258634936664,0.7964054296963266,0.5974709087027915,1.229173934741395,1,0,1,0,0
6,5,5,medium,secondary,-0.12291130655145516,-0.07530365475512335,0.2759504394248317,0.27403684813401424,1,0,1,0,0
6,6,5,medium,secondary,0.7473680316118015,-0.2906923080310432,1.2847622832931873,2.202578167304761,0,1,0,0,0
6,7,5,medium,secondary,-0.8154990732884886,-0.5590254932338569,0.18577181572073515,0.25711242698670506,1,0,1,0,0
6,8,5,medium,secondary,-0.10194951247985627,0.042134081741929175,3.212988487652239,1.9771873807345928,3,0,0,0,1
6,9,5,medium,secondary,0.8513542646005099,-0.6203637225355519,2.7587144804286168,0.40795926412360095,0,1,0,0,0
7,0,3,medium,tertiary,0.5765569630557664,0.3112501545435361,1.4335582244168017,1.5190590047061379,0,1,0,0,0
7,1,3,medium,tertiary,-0.7563507452843033,-1.4222537095976742,0.04055072150062903,0.7774495225122715,0,1,0,0,0
7,2,3,medium,tertiary,1.6871416350725648,0.8816397569494505,3.1134180647555825,1.3800728436977703,0,1,0,0,0
7,3,3,medium,tertiary,-1.0372461543264564,-0.1903386780836082,0.6675243605234078,0.9022296509492469,1,0,1,0,0
7,4,3,medium,tertiary,-1.3985675738191412,0.5629692366905709,0.2146860092497737,0.33177658517965175,1,0,1,0,0
7,5,3,medium,tertiary,0.04852162794482699,-0.8309501164110378,1.0566111129786047,8.07728433203184,0,1,0,0,0
7,6,3,medium,tertiary,-0.5767713305683327,0.755391225825756,0.37479906557297504,2.209119197363567,1,0,1,0,0
7,7,3,medium,tertiary,-0.6626237589458467,0.5705986685931593,0.7821756262384653,1.108289100139661,1,0,1,0,0
7,8,3,medium,tertiary,0.6385924587773739,-1.6615200622689599,0.3353295055413596,1.312242756057055,0,1,0,0,0
7,9,3,medium,tertiary,1.0062928092144405,-0.5768918695231487,0.5877776685868028,2.288282702040703,0,1,0,0,0
8,0,3,high,tertiary,0.1697292843903737,0.08939391914564943,0.39991161940159536,0.13762063494499374,3,0,0,0,1
8,1,3,high,tertiary,-0.5945160527242493,0.5883285184606423,0.357430397931036,0.3588893131199014,1,0,1,0,0
8,2,3,high,tertiary,-0.2702033186775383,0.9476169376614091,3.3921653256961393,1.1565497622277607,1,0,1,0,0
8,3,3,high,tertiary,-1.580251936743527,0.016053418643930874,4.596679699101167,0.9686634847174226,1,0,1,0,0
8,4,3,high,tertiary,0.16519438012057688,0.5689366744696416,0.8156526311026188,0.2999536412328516,1,0,1,0,0
8,5,3,high,tertiary,-0.4873950239211477,0.40382055867930544,0.7471251027916009,0.5713392370976759,1,0,1,0,0
8,6,3,high,tertiary,-0.347526733772955,0.8291386845852685,3.443615927082006,0.23448777019755468,1,0,1,0,0
8,7,3,high,tertiary,-0.42740794244947544,-0.5526457733470056,2.562086195289811,2.5461923439833893,3,0,0,0,1
8,8,3,high,tertiary,-1.058385402847052,-0.5129143749714155,4.7817522786473035,1.751218109273197,1,0,1,0,0
8,9,3,high,tertiary,0.18053084180543139,2.6435715833985505,1.8906886360061455,0.03655236081299447,1,0,1,0,0
9,0,5,medium,primary,1.8820244964750337,1.3454200461549777,1.1037490078456422,2.666980607766784,3,0,0,0,1
9,1,5,medium,primary,0.055724912288694604,1.0941915184709485,1.7894275736581498,1.0183296868180272,3,0,0,0,1
9,2,5,medium,primary,-1.0121043752601675,-1.6548566718657693,1.5417660482477635,5.047850952306083,0,1,0,0,0
9,3,5,medium,primary,-0.2595913513636048,-1.5031429531181062,0.3036398438627741,0.3881090064161935,0,1,0,0,0
9,4,5,medium,primary,1.8489560949453452,1.1265650295477574,0.026361889651318453,2.178536394071978,0,1,0,0,0
9,5,5,medium,primary,2.5733598032498604,0.05921843401448826,0.13886410165650834,2.772272510431998,0,1,0,0,0
9,6,5,medium,primary,-0.03275327021599839,-0.543424771133765,1.664088207352361,0.13593388035831294,1,0,1,0,0
9,7,5,medium,primary,1.246085192497629,-2.0733902324081495,0.33740601352191096,0.401610172417251,0,1,0,0,0
9,8,5,medium,primary,-1.1105758454658288,1.7522704434236227,0.05142829746529406,0.33956720659902123,2,0,0,1,0
9,9,5,medium,primary,0.7216720640432351,-1.1290517712172292,0.03981476258427881,0.21987211720274563,0,1,0,0,0
10,0,2,low,tertiary,0.2346520051550863,0.25275550753788667,1.0122849789501769,2.20575355680919,3,0,0,0,1
10,1,2,low,tertiary,-1.6697791720684,1.7646869342627187,4.463726041643655,3.4013918060389567,1,0,1,0,0
10,2,2,low,tertiary,0.7563515692873813,-1.4130243453417775,1.0532720785596223,1.606134733029689,0,1,0,0,0
10,3,2,low,tertiary,0.9718226901727355,-0.03095825063657335,3.2174289078598006,1.1075132385172146,0,1,0,0,0
10,4,2,low,tertiary,-0.6228545031012834,-0.4181430340092719,3.602774174324783,8.321248326374468,3,0,0,0,1
10,5,2,low,tertiary,-1.6295929859763272,0.5518636553095008,1.6156710308139706,2.107777267972054,2,0,0,1,0
10,6,2,low,tertiary,1.620533445165877,1.5704946352611389,2.187468458815025,0.3856440572771043,1,0,1,0,0
10,7,2,low,tertiary,-0.34801308629683886,0.1985583628962918,1.8484044379702311,0.5630000672008816,1,0,1,0,0
10,8,2,low,tertiary,0.5739669592016755,-1.753573717908687,1.2927195733805235,2.179331846185357,3,0,0,0,1
10,9,2,low,tertiary,0.6075668643313585,-1.519179982986177,0.10559055619954937,1.3718119120523777,0,1,0,0,0
11,0,2,medium,secondary,-0.6269670577877674,1.8124485579969287,0.5657925075170632,3.4196473971423917,1,0,1,0,0
11,1,2,medium,secondary,-0.7271371758248686,-0.24751863555150475,4.985399687075283,0.29426089763904006,1,0,1,0,0
11,2,2,medium,secondary,0.3801978510059632,0.6105857452838231,3.2855876521475147,2.1504754303408053,2,0,0,1,0
11,3,2,medium,secondary,0.42961821913258585,0.20768768716311115,0.3983056507757,1.6784058352918045,1,0,1,0,0
11,4,2,medium,secondary,-0.03955515385665504,0.6815006973726244,3.9616214134707164,3.7228545465981577,2,0,0,1,0
11,5,2,medium,secondary,-0.4344962274323156,-0.30917212346863937,0.1601506866087655,2.383355899376474,2,0,0,1,0
11,6,2,medium,secondary,1.4469778843537329,0.19655477651157463,0.7676592140803179,1.9664181728043253,3,0,0,0,1
11,7,2,medium,secondary,0.08228398927542419,1.0654803750653512,5.595983685585326,3.2067450460462505,1,0,1,0,0
11,8,2,medium,secondary,2.2988981236192503,-0.36283856043965906,4.13782812806478,8.280794073682618,0,1,0,0,0
11,9,2,medium,secondary,-0.42018681709585726,-0.2817846088605072,0.875838663188233,0.677218212835652,3,0,0,0,1
12,0,5,medium,secondary,-1.0705780796771673,0.6826232364571462,5.989912507479552,3.0867855637511723,1,0,1,0,0
12,1,5,medium,secondary,2.3097227554061868,-0.6638969135466657,0.3655247785135971,9.458889372185626,0,1,0,0,0
12,2,5,medium,secondary,-1.569960337657343,0.07396296407356806,0.38845154004673454,0.4981697972410135,3,0,0,0,1
12,3,5,medium,secondary,-0.3733992683765694,-1.1735702070121252,2.8396069509625415,2.381590804842675,0,1,0,0,0
12,4,5,medium,secondary,2.3573763650327084,0.937838301566644,1.7354116910589348,0.19189180594202748,2,0,0,1,0
12,5,5,medium,secondary,0.5434991027893419,1.083609653905471,1.6008295631397975,0.18200979350470162,1,0,1,0,0
12,6,5,medium,secondary,-0.840908798047855,-0.008278074550049355,0.4973925223608329,2.299340255194498,0,1,0,0,0
12,7,5,medium,secondary,1.2056280779528372,0.3431350510168737,0.8548362678904304,2.266507795845702,0,1,0,0,0
12,8,5,medium,secondary,0.932996642650568,0.42168492391225987,4.03924127644106,2.464490641818622,1,0,1,0,0
12,9,5,medium,secondary,-0.6491913249036794,0.48056210741074734,4.255092636104306,4.109006644285871,0,1,0,0,0
13,0,4,low,tertiary,0.028744822934817487,1.2784518626072987,0.012812697234830334,0.6766546854237102,3,0,0,0,1
13,1,4,low,tertiary,0.6454841811410754,2.16325472330546,3.026850460258931,0.22629403459165812,1,0,1,0,0
13,2,4,low,tertiary,0.6078965097165392,0.1866091231563581,0.21630599533054923,5.536507853677537,0,1,0,0,0
13,3,4,low,tertiary,0.132969674146876,-0.7001208149391732,0.8489382630227224,1.9399923809496695,0,1,0,0,0
13,4,4,low,tertiary,-0.5589218472715883,0.37721187506452086,2.83981146232072,0.04978844456502263,1,0,1,0,0
13,5,4,low,tertiary,-0.5551995266931984,1.8811570694405901,0.639382325116814,11.703057523313959,0,1,0,0,0
13,6,4,low,tertiary,-1.0212328171307132,0.7083564472993533,0.1719461138047574,2.2819916414744807,1,0,1,0,0
13,7,4,low,tertiary,0.650201177958661,-0.09917586377938291,1.0885142853871002,2.0351300354602055,0,1,0,0,0
13,8,4,low,tertiary,-0.24123605785632987,0.3520553965142968,0.47932016275771583,0.06325809819111,1,0,1,0,0
13,9,4,low,tertiary,0.34272534637770413,0.4567532191537839,2.9473840877800725,3.725865221629178,3,0,0,0,1
14,0,5,medium,tertiary,-1.0307175028015232,-0.0497665096490848,0.2674874982326768,2.3139576298894227,3,0,0,0,1
14,1,5,medium,tertiary,-1.5914046474962884,0.5647010625361558,3.1946145800639236,0.7431767943603876,1,0,1,0,0
14,2,5,medium,tertiary,2.47227946227266,-0.4958661780072847,0.6896694301489164,2.374768228778372,0,1,0,0,0
14,3,5,medium,tertiary,-0.26332190261396393,-0.40328950197312036,8.634365310458866,0.30745780434611725,1,0,1,0,0
14,4,5,medium,tertiary,-0.8763186679741813,0.037660233167937734,0.8634957821673652,0.0675336914110481,1,0,1,0,0
14,5,5,medium,tertiary,0.9888827373090182,0.6233098066546038,0.4466627485156944,0.3666022702701539,3,0,0,0,1
14,6,5,medium,tertiary,1.8119801241348714,0.35792572869176864,4.095407104909522,2.5041349457440525,3,0,0,0,1
14,7,5,medium,tertiary,0.11453336621546396,0.9501454709988318,3.3997952193310375,1.2041219438700927,3,0,0,0,1
14,8,5,medium,tertiary,-1.031576246870158,-0.5292982375462199,3.118426195188695,2.1500324106830373,1,0,1,0,0
14,9,5,medium,tertiary,-1.127827220501306,0.5642773880267363,2.2802955905507374,0.14987474366858658,1,0,1,0,0
15,0,4,medium,secondary,-1.2257656630023412,-1.4643748802098202,8.788127783033008,0.08187148408785734,1,0,1,0,0
15,1,4,medium,secondary,1.0786808334312956,-0.03850846950070721,4.619256959240749,1.0953974027080495,0,1,0,0,0
15,2,4,medium,secondary,1.4765403497258958,1.3800913541474515,2.641860030253711,0.28213125940532086,2,0,0,1,0
15,3,4,medium,secondary,-0.025554070991445278,1.1727290192593647,0.5679939399887409,4.092012003489698,1,0,1,0,0
15,4,4,medium,secondary,-0.36244094140313216,-1.1196698946261439,6.974316083642288,0.5971717608480124,1,0,1,0,0
15,5,4,medium,secondary,-0.04692057887918407,0.47704082722312147,0.5385070869954405,0.15267544511187414,0,1,0,0,0
15,6,4,medium,secondary,-1.556581898659751,-0.4281151609659125,1.9201978331469356,2.4536452139186897,2,0,0,1,0
15,7,4,medium,secondary,-0.3216350512173826,2.076747983560841,3.7179849813523003,3.2763966423387028,1,0,1,0,0
15,8,4,medium,secondary,-0.07160125941406395,-0.03722223650984159,1.5150280856678877,5.516762410803933,0,1,0,0,0
15,9,4,medium,secondary,0.07863519031609059,-1.9982006845321076,0.08492346600210339,0.32114330267283786,2,0,0,1,0
16,0,4,high,secondary,-2.100918861451918,2.9377528471677734,2.1984104741311667,0.30083490841891436,1,0,1,0,0
16,1,4,high,secondary,0.2765691525949277,-0.6507135373450895,1.173075679514347,4.052063244387033,0,1,0,0,0
16,2,4,high,secondary,-0.03088763557158007,2.0034072671821046,1.923869711101883,4.0636658187358226,1,0,1,0,0
16,3,4,high,secondary,-1.0766605081776657,0.6684079609423651,2.1510739873361775,1.0013031297917176,1,0,1,0,0
16,4,4,high,secondary,1.005142573278018,-0.2523800434644497,3.050060113868585,1.6741102118531048,0,1,0,0,0
16,5,4,high,secondary,1.046920127650012,0.5699503053413824,2.873366737641024,3.197130952895551,2,0,0,1,0
16,6,4,high,secondary,-1.278022583436376,-1.6437407155880577,2.3779530040622885,0.983870685422813,1,0,1,0,0
16,7,4,high,secondary,0.1696937923520195,-0.7001158732050082,2.206522950142138,1.9324874602968365,0,1,0,0,0
16,8,4,high,secondary,-0.4542442751532624,-0.01993539524581029,0.8348157628215953,0.9567027297976104,1,0,1,0,0
16,9,4,high,secondary,0.6799730755167559,0.5754686674944302,2.532569487662782,6.225597450008411,0,1,0,0,0
17,0,4,low,tertiary,-0.7539645888666763,-0.28067507686677406,1.3305650977988233,0.5935171261563438,1,0,1,0,0
17,1,4,low,tertiary,0.918316606002313,-1.570500603623177,2.5186234492962027,0.6366234844160921,0,1,0,0,0
17,2,4,low,tertiary,0.1053755061459599,-1.3340254949182044,2.469181998879371,0.22606176704094086,0,1,0,0,0
17,3,4,low,tertiary,0.22391413406466143,1.3641404299738442,0.08876609855973225,2.0056119671487047,1,0,1,0,0
17,4,4,low,tertiary,-0.7019916878067554,-0.6629009175509482,1.8882541294190607,1.0587548646671545,3,0,0,0,1
17,5,4,low,tertiary,-0.7184072655691974,0.8949243769444413,3.45885785103807,1.1023866015108204,1,0,1,0,0
17,6,4,low,tertiary,-1.1875984190295128,0.3098207102270275,2.6702426094970653,3.9725885264237553,1,0,1,0,0
17,7,4,low,tertiary,0.9638791167949097,2.2105230015913513,0.5277933258825777,0.9915653301304104,1,0,1,0,0
17,8,4,low,tertiary,-0.8036745679697308,1.6391168054440675,1.1179306513034315,2.528845722838106,3,0,0,0,1
17,9,4,low,tertiary,0.5689830791852754,1.628396623128538,0.6408531849000523,0.16550137469559495,0,1,0,0,0
18,0,3,medium,primary,-0.7590404472086483,0.033458770992302565,3.222444084318504,0.532394615368412,1,0,1,0,0
18,1,3,medium,primary,-1.172603256861316,-1.2334681012801056,2.2142183011394723,10.278993349414609,0,1,0,0,0
18,2,3,medium,primary,0.09643371879348994,-0.6808872820390818,6.32240685459067,0.38547832588140707,1,0,1,0,0
18,3,3,medium,primary,1.5834650253840938,-0.3067803928713705,0.8541075229709083,2.186722545752177,0,1,0,0,0
18,4,3,medium,primary,0.07299675597335759,0.7800781797165829,3.6907419841239433,1.4719339105965725,1,0,1,0,0
18,5,3,medium,primary,0.5037360462124257,0.5823959599840627,2.467110138187218,0.07366073610310624,1,0,1,0,0
18,6,3,medium,primary,0.08718640420643022,0.7080891218566765,0.7291962438952043,1.0116148622131982,1,0,1,0,0
18,7,3,medium,primary,0.2513056408063804,-0.0015505058359027444,3.8133302266565607,0.46767736767886375,1,0,1,0,0
18,8,3,medium,primary,0.5684410062561545,0.5995941132814938,0.7267637391835735,0.16876265840149893,1,0,1,0,0
18,9,3,medium,primary,0.05053581559400609,0.17049723504043077,3.4573503508198753,0.2843364175331189,1,0,1,0,0
19,0,4,low,secondary,-1.0651136630753726,-0.30522470435466764,0.916258964913463,0.14121472540822042,1,0,1,0,0
19,1,4,low,secondary,-0.07049877805909122,0.4865016438262019,0.7473984566614081,1.4110139495545995,1,0,1,0,0
19,2,4,low,secondary,1.5307508323436974,1.2187618516973167,0.32980790310889285,0.12662441790106277,2,0,0,1,0
19,3,4,low,secondary,0.14866745720211155,-0.33708597111803934,8.230596155313906,0.546717233914294,1,0,1,0,0
19,4,4,low,secondary,-0.38817681854122876,0.1704162223754877,1.4243425048692737,11.42575977359987,0,1,0,0,0
19,5,4,low,secondary,-2.553921134901955,0.9343199112392737,0.28015785172069024,4.353742119624095,1,0,1,0,0
19,6,4,low,secondary,0.541462728204788,0.7591551603026468,2.9333166523403835,0.022185120043067726,2,0,0,1,0
19,7,4,low,secondary,-0.5462444482524828,0.3918040054025465,1.5327700905297164,0.48465751215378755,0,1,0,0,0
19,8,4,low,secondary,-0.015309849172995557,0.5792914996010884,0.232474908390385,1.587966954003389,2,0,0,1,0
19,9,4,low,secondary,-0.4432822511915103,-0.8848027140269009,2.6739197560495818,1.2925963865832355,0,1,0,0,0
20,0,4,high,tertiary,1.1423264545383518,-1.1208223655203873,1.1510949867297877,0.5878580804979554,0,1,0,0,0
20,1,4,high,tertiary,1.4105680050051588,1.2144791339073469,4.509833796118041,2.0248857840085424,1,0,1,0,0
20,2,4,high,tertiary,0.0886466973980125,1.7221286056849698,2.2802926933430165,0.0851322388327087,3,0,0,0,1
20,3,4,high,tertiary,-0.8024927332116473,1.298811324847052,0.7034759624601976,0.8606529013337602,1,0,1,0,0
20,4,4,high,tertiary,0.2825435261067931,-0.7078526767431832,2.8910075984474317,0.6158958991071806,0,1,0,0,0
20,5,4,high,tertiary,0.6071311007836184,1.3111588863181052,0.9623383116586516,0.46055603791180705,0,1,0,0,0
20,6,4,high,tertiary,-0.5833579722273482,0.03859194022703303,6.914823059507108,3.20605889768872,1,0,1,0,0
20,7,4,high,tertiary,0.7458012510604037,0.5934291731936091,2.137011781496099,0.2741513239607699,2,0,0,1,0
20,8,4,high,tertiary,-1.7377297550512922,-1.947883513321163,1.8983489611044637,5.7320707675603915,0,1,0,0,0
20,9,4,high,tertiary,-1.3405531800038282,0.9130002202742996,3.385062375549441,3.951893478399391,1,0,1,0,0
21,0,3,high,tertiary,0.6628812686674127,1.173473857485325,0.39064039524789174,1.5750340483844092,2,0,0,1,0
21,1,3,high,tertiary,0.3996879517526416,-0.651356893791829,3.4051395613916924,0.48035401670010575,0,1,0,0,0
21,2,3,high,tertiary,0.24075317948856828,2.601683114180395,0.706357700003241,1.664919614936311,1,0,1,0,0
21,3,3,high,tertiary,-0.13845598398377382,-1.2242982362893657,0.018750864328912313,0.5665273347157338,2,0,0,1,0
21,4,3,high,tertiary,-0.5805234498047227,0.5885784044206096,1.6197438246952314,2.641547365136271,1,0,1,0,0
21,5,3,high,tertiary,-0.1340171666729177,0.014688194729197093,2.8625061336552475,0.07189975462310841,1,0,1,0,0
21,6,3,high,tertiary,-0.8874921778021001,-0.43745830032341043,0.7294263726977145,4.185471224353278,1,0,1,0,0
21,7,3,high,tertiary,0.22468472575188592,0.9325908318730899,0.9936011989118629,1.0641728863006745,1,0,1,0,0
21,8,3,high,tertiary,-0.5518581458924467,2.5581992856682523,2.0562639929492894,0.13410435702136372,1,0,1,0,0
21,9,3,high,tertiary,1.0240625258114624,0.5925269492011831,0.6289303722524986,3.486503377622462,2,0,0,1,0
22,0,4,medium,tertiary,-2.7735628629134483,0.8009366396294623,0.3190527684537657,0.7955676306647306,1,0,1,0,0
22,1,4,medium,tertiary,0.1898478362124643,0.576758066193072,1.0937626198971955,2.022177591559709,1,0,1,0,0
22,2,4,medium,tertiary,1.1986413719910511,-1.9373623164764597,1.772344565063478,0.40784947590070186,0,1,0,0,0
22,3,4,medium,tertiary,-0.5277768642459393,0.7714389919158241,1.4599491874370412,0.7097119801597861,1,0,1,0,0
22,4,4,medium,tertiary,-0.36883022959254025,0.4017712825585737,3.2454851544975876,1.2256682929649099,1,0,1,0,0
22,5,4,medium,tertiary,-2.8712826629574613,-0.16090490804919289,2.615027202630076,2.9007093979347705,1,0,1,0,0
22,6,4,medium,tertiary,0.35348290594866677,0.12150501140171552,0.14290181501706456,0.11749405364967493,0,1,0,0,0
22,7,4,medium,tertiary,-0.840281430657129,-0.9228301897268331,2.849224507194322,1.194728197730114,1,0,1,0,0
22,8,4,medium,tertiary,0.10164428768951007,-1.131026391491943,1.0589828438371227,0.8534081111890731,1,0,1,0,0
22,9,4,medium,tertiary,0.7024065691510653,0.09674989495911643,0.1073456765916481,1.0852977045945922,0,1,0,0,0
23,0,4,low,secondary,0.46642998243352635,-0.03564148229748357,1.8756788560754667,0.8600475535058212,0,1,0,0,0
23,1,4,low,secondary,0.20056919723094285,1.1486373494287152,1.482117289570887,0.2438130126825958,2,0,0,1,0
23,2,4,low,secondary,-0.8275902206487197,0.08614388304637476,1.2260882412134049,1.32599763682987,0,1,0,0,0
23,3,4,low,secondary,-2.3629324355418384,-1.0097307047099375,2.105214668628117,1.5768149486075849,1,0,1,0,0
23,4,4,low,secondary,-0.6459641791245353,-0.7991920066502536,0.3599438868348033,0.8015972209434284,2,0,0,1,0
